조사년도,조사월,주차,환경,종,사업명,권역,월,월.1,수거일,지역1,지역2,방법,설치류 및 채집기번호,설치류종명,개체수,채집기간,실험개체수,Pool No.,양성 Pools,비고,Sex (M/F),Weight (g),Head+body (Cm),Tail (Cm),Total size(Cm),ear (Cm),Foot size (Cm),확정,확정일자,입력일자,입력자(아이디)
2023년,11월,47,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,11,2023-11-22,강원,철원군,털진드기 채집기,3,미포획,12,7,0,0,0,1~4,미포획,0,0,0,0,0,0,N,,2023-11-29,손성용(sdcson)
2023년,11월,47,초지,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2023,11,2023-11-22,강원,철원군,털진드기 채집기,4,미포획,12,7,0,0,0,1~4,미포획,0,0,0,0,0,0,N,,2023-11-29,손성용(sdcson)
2023년,11월,48,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,11,2023-11-29,강원,철원군,털진드기 채집기,1,미포획,37,7,0,0,0,1~8,미포획,0,0,0,0,0,0,N,,2023-12-05,손성용(sdcson)
2023년,11월,48,밭,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,11,2023-11-29,강원,철원군,털진드기 채집기,2,미포획,9,7,0,0,0,1~3,미포획,0,0,0,0,0,0,N,,2023-12-05,손성용(sdcson)
2023년,11월,48,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,11,2023-11-29,강원,철원군,털진드기 채집기,3,미포획,21,7,0,0,0,1~5,미포획,0,0,0,0,0,0,N,,2023-12-05,손성용(sdcson)
2023년,11월,48,초지,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2023,11,2023-11-29,강원,철원군,털진드기 채집기,4,미포획,5,7,0,0,0,1~2,미포획,0,0,0,0,0,0,N,,2023-12-05,손성용(sdcson)
2023년,12월,49,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,12,2023-12-06,강원,철원군,털진드기 채집기,1,미포획,22,7,0,0,0,1~6,미포획,0,0,0,0,0,0,N,,2023-12-12,손성용(sdcson)
2023년,12월,49,밭,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,12,2023-12-06,강원,철원군,털진드기 채집기,2,미포획,1,7,0,0,0,1,미포획,0,0,0,0,0,0,N,,2023-12-12,손성용(sdcson)
2023년,12월,49,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,12,2023-12-06,강원,철원군,털진드기 채집기,3,미포획,13,7,0,0,0,1~4,미포획,0,0,0,0,0,0,N,,2023-12-12,손성용(sdcson)
2023년,12월,49,초지,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,12,2023-12-06,강원,철원군,털진드기 채집기,4,미포획,3,7,0,0,0,1~3,미포획,0,0,0,0,0,0,N,,2023-12-12,손성용(sdcson)
2023년,12월,50,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,12,2023-12-13,강원,철원군,털진드기 채집기,1,미포획,71,7,0,0,0,1~14,미포획,0,0,0,0,0,0,N,,2023-12-20,손성용(sdcson)
2023년,12월,50,밭,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,12,2023-12-13,강원,철원군,털진드기 채집기,2,미포획,5,7,0,0,0,1~3,미포획,0,0,0,0,0,0,N,,2023-12-20,손성용(sdcson)
2023년,12월,50,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,12,2023-12-13,강원,철원군,털진드기 채집기,3,미포획,12,7,0,0,0,1~5,미포획,0,0,0,0,0,0,N,,2023-12-20,손성용(sdcson)
2023년,12월,50,초지,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2023,12,2023-12-13,강원,철원군,털진드기 채집기,4,미포획,4,7,0,0,0,1~2,미포획,0,0,0,0,0,0,N,,2023-12-20,손성용(sdcson)
2025년,09월,36,논,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-03,강원,철원군,털진드기 채집기,1,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,36,밭,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-03,강원,철원군,털진드기 채집기,2,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,36,수로,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-03,강원,철원군,털진드기 채집기,3,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,36,초지,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-03,강원,철원군,털진드기 채집기,4,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,37,논,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-10,강원,철원군,털진드기 채집기,1,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,37,밭,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-10,강원,철원군,털진드기 채집기,2,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,37,수로,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-10,강원,철원군,털진드기 채집기,3,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,37,초지,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-10,강원,철원군,털진드기 채집기,4,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,38,논,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-17,강원,철원군,털진드기 채집기,1,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,38,밭,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-17,강원,철원군,털진드기 채집기,2,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,38,수로,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-17,강원,철원군,털진드기 채집기,3,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,38,초지,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-17,강원,철원군,털진드기 채집기,4,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,39,논,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-24,강원,철원군,털진드기 채집기,1,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,39,밭,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-24,강원,철원군,털진드기 채집기,2,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,39,수로,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-24,강원,철원군,털진드기 채집기,3,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,09월,39,초지,기타,기후변화매개체감시거점센터,강원1권,2025,9,2025-09-24,강원,철원군,털진드기 채집기,4,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,40,논,기타,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-01,강원,철원군,털진드기 채집기,1,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,40,밭,기타,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-01,강원,철원군,털진드기 채집기,2,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,40,수로,기타,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-01,강원,철원군,털진드기 채집기,3,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,40,초지,기타,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-01,강원,철원군,털진드기 채집기,4,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,41,논,mite(털진드기),기후변화매개체감시거점센터,강원1권,2025,10,2025-10-10,강원,철원군,털진드기 채집기,1,미포획,2,9,0,0,0,동정불가,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,41,밭,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-10,강원,철원군,털진드기 채집기,2,미포획,1,9,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,41,수로,기타,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-10,강원,철원군,털진드기 채집기,3,미포획,0,9,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,41,초지,기타,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-10,강원,철원군,털진드기 채집기,4,미포획,0,9,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,42,논,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-15,강원,철원군,털진드기 채집기,1,미포획,1,5,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,42,밭,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-15,강원,철원군,털진드기 채집기,2,미포획,1,5,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,42,밭,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-15,강원,철원군,털진드기 채집기,3,미포획,1,5,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,42,수로,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-15,강원,철원군,털진드기 채집기,4,미포획,1,5,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,42,수로,Neotrombicula(A.) japonica ,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-15,강원,철원군,털진드기 채집기,5,미포획,1,5,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,42,초지,기타,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-15,강원,철원군,털진드기 채집기,6,미포획,0,5,0,0,0,미채집,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,43,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-22,강원,철원군,털진드기 채집기,1,미포획,9,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,43,밭,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-22,강원,철원군,털진드기 채집기,2,미포획,8,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,43,밭,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-22,강원,철원군,털진드기 채집기,3,미포획,4,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,43,수로,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-22,강원,철원군,털진드기 채집기,4,미포획,5,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,43,수로,Neotrombicula(A.) japonica ,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-22,강원,철원군,털진드기 채집기,5,미포획,9,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,43,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-22,강원,철원군,털진드기 채집기,4,미포획,36,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,43,초지,기타,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-22,강원,철원군,털진드기 채집기,6,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-03,최연희(chldusgmlek)
2025년,10월,44,논,Leptotrombidium(L.) scutellare scutellare ,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-29,강원,철원군,털진드기 채집기,2,미포획,4,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-05,최연희(chldusgmlek)
2025년,10월,44,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-29,강원,철원군,털진드기 채집기,1,미포획,11,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-05,최연희(chldusgmlek)
2025년,10월,44,밭,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-29,강원,철원군,털진드기 채집기,3,미포획,2,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-05,최연희(chldusgmlek)
2025년,10월,44,밭,Neoschoengastia(N.) asakawai ,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-29,강원,철원군,털진드기 채집기,5,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-05,최연희(chldusgmlek)
2025년,10월,44,밭,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-29,강원,철원군,털진드기 채집기,4,미포획,16,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-05,최연희(chldusgmlek)
2025년,10월,44,수로,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-29,강원,철원군,털진드기 채집기,6,미포획,6,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-05,최연희(chldusgmlek)
2025년,10월,44,수로,Neotrombicula(A.) japonica ,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-29,강원,철원군,털진드기 채집기,7,미포획,29,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-05,최연희(chldusgmlek)
2025년,10월,44,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-29,강원,철원군,털진드기 채집기,8,미포획,90,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-05,최연희(chldusgmlek)
2025년,10월,44,초지,기타,기후변화매개체감시거점센터,강원1권,2025,10,2025-10-29,강원,철원군,털진드기 채집기,9,미포획,0,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-05,최연희(chldusgmlek)
2025년,11월,45,논,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-05,강원,철원군,털진드기 채집기,3,미포획,2,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-11,최연희(chldusgmlek)
2025년,11월,45,논,Leptotrombidium(L.) scutellare scutellare ,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-05,강원,철원군,털진드기 채집기,2,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-11,최연희(chldusgmlek)
2025년,11월,45,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-05,강원,철원군,털진드기 채집기,1,미포획,35,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-11,최연희(chldusgmlek)
2025년,11월,45,밭,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-05,강원,철원군,털진드기 채집기,4,미포획,2,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-11,최연희(chldusgmlek)
2025년,11월,45,밭,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-05,강원,철원군,털진드기 채집기,6,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-11,최연희(chldusgmlek)
2025년,11월,45,밭,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-05,강원,철원군,털진드기 채집기,5,미포획,46,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-11,최연희(chldusgmlek)
2025년,11월,45,수로,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-05,강원,철원군,털진드기 채집기,7,미포획,8,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-11,최연희(chldusgmlek)
2025년,11월,45,수로,Neotrombicula(A.) japonica ,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-05,강원,철원군,털진드기 채집기,8,미포획,54,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-11,최연희(chldusgmlek)
2025년,11월,45,수로,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-05,강원,철원군,털진드기 채집기,10,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-11,최연희(chldusgmlek)
2025년,11월,45,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-05,강원,철원군,털진드기 채집기,9,미포획,30,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-11,최연희(chldusgmlek)
2025년,11월,45,초지,Leptotrombidium(L.) orientale,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-05,강원,철원군,털진드기 채집기,11,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-11,최연희(chldusgmlek)
2025년,11월,46,논,Neotrombicula(A.) japonica ,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,2,미포획,2,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,논,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,3,미포획,56,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,1,미포획,88,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,논,Shunsennia tarsalis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,4,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,밭,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,6,미포획,5,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,밭,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,5,미포획,97,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,수로,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,7,미포획,8,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,수로,Leptotrombidium(L.) tectum,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,11,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,수로,Neotrombicula(A.) japonica ,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,8,미포획,39,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,수로,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,10,미포획,28,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,9,미포획,14,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,초지,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,13,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,46,초지,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-12,강원,철원군,털진드기 채집기,12,미포획,5,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-11-20,최연희(chldusgmlek)
2025년,11월,47,논,Neotrombicula(A.) japonica ,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-19,강원,철원군,털진드기 채집기,2,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,47,논,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-19,강원,철원군,털진드기 채집기,3,미포획,14,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,47,논,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-19,강원,철원군,털진드기 채집기,1,미포획,54,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,47,밭,Leptotrombidium(L.) tectum,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-19,강원,철원군,털진드기 채집기,7,미포획,2,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,47,밭,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-19,강원,철원군,털진드기 채집기,6,미포획,1,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,47,밭,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-19,강원,철원군,털진드기 채집기,5,미포획,51,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,47,수로,Leptotrombidium(L.) pallidum pallidum,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-19,강원,철원군,털진드기 채집기,11,미포획,3,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,47,수로,Neotrombicula(A.) japonica ,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-19,강원,철원군,털진드기 채집기,8,미포획,11,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,47,수로,Neotrombicula(P.) kwangneungensis,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-19,강원,철원군,털진드기 채집기,10,미포획,5,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,47,수로,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-19,강원,철원군,털진드기 채집기,9,미포획,23,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
2025년,11월,47,초지,Neotrombicula(P.) tamiyai,기후변화매개체감시거점센터,강원1권,2025,11,2025-11-19,강원,철원군,털진드기 채집기,12,미포획,2,7,0,0,0,,미포획,0,0,0,0,0,0,N,,2025-12-01,최연희(chldusgmlek)
